Program ID,Broad Field,Field,Institution Name,Program Name,Percent of First Year Students with Full Financial Support (Fall 2005),Avg Completion Percentage (8 Years or Less for Humanities and 6 Years or Less for Other Fields),Median Time to Degree (Full- and Part-Time Graduates),Percent with Academic Plans,Collects Data About Post-Graduation Employment
20068721,Humanities,English Language and Literature,University of Connecticut,Medieval Studies PhD,84.3%,0%,8.7,80%,Yes
20044321,Humanities,English Language and Literature,University of Dallas,Literature,0%,28.9%,9.7,57.1%,Yes
20012191,Humanities,English Language and Literature,University of Delaware,English,100%,71.8%,6,50%,Yes
20013051,Humanities,English Language and Literature,University of Florida,English,100%,41.3%,5.83,38.9%,Yes
20019686,Humanities,English Language and Literature,University of Georgia,English,100%,48.7%,6.87,85.7%,Yes
20014762,Humanities,English Language and Literature,University of Hawaii At Manoa,English,57.1%,28.3%,6.5,77.8%,Yes
20042530,Humanities,English Language and Literature,University of Houston,English,68.4%,14.2%,5,42.3%,Yes
20042860,Humanities,English Language and Literature,University of Illinois At Chicago,English,100%,49.4%,5.7,65.6%,Yes
20038971,Humanities,English Language and Literature,University of Illinois At Urbana-Champaign,English,100%,35%,7.17,65.1%,Yes
20051152,Humanities,English Language and Literature,University of Kansas,English,84.6%,46.8%,6.7,42.1%,Yes
20020565,Humanities,English Language and Literature,University of Iowa,English,94.7%,36%,8,51.2%,Yes
20028185,Humanities,English Language and Literature,University of Kentucky,English,100%,44.3%,6.33,72%,Yes
20012861,Humanities,English Language and Literature,University of Louisiana At Lafayette,English,100%,70%,8,28.6%,Yes
20050182,Humanities,English Language and Literature,University of Maryland College Park,English Language and Literature,86.4%,47.4%,6.7,52.3%,Yes
20047933,Humanities,English Language and Literature,University of Massachusetts Amherst,English,93.8%,48.3%,8,66.7%,Yes
20027869,Humanities,English Language and Literature,University of Memphis,English,75%,46.3%,4.3,62.2%,Yes
20050823,Humanities,English Language and Literature,University of Miami,English Language and Literature,100%,61.9%,6,47.8%,Yes
20035408,Humanities,English Language and Literature,University of Michigan-Ann Arbor,English Language and Literature,100%,57.8%,7.3,77.5%,Yes
20039844,Humanities,English Language and Literature,University of Minnesota-Twin Cities,English,100%,39.8%,7.1,61.3%,Yes
20062374,Humanities,English Language and Literature,University of Mississippi,English,100%,40.4%,6,67.9%,No
20025340,Humanities,English Language and Literature,University of Missouri - Columbia,English,100%,72.2%,5.8,75.9%,Yes
20026158,Humanities,English Language and Literature,University of Missouri - Kansas City,English,0%,66.7%,5,50%,Yes
20017329,Humanities,English Language and Literature,University of Nebraska - Lincoln,English,40.9%,63.5%,5.67,51.3%,Yes
20015075,Humanities,English Language and Literature,University of Nevada Reno,English,81.8%,33.3%,8,55.6%,No
20050632,Humanities,English Language and Literature,University of New Hampshire,English,100%,56.7%,5.5,62.5%,No
20015282,Humanities,English Language and Literature,University of New Mexico Main Campus,English,85.7%,0%,8.1,51.4%,No
20045236,Humanities,English Language and Literature,University of North Carolina At Chapel Hill,English,0%,52.7%,7,63.4%,Yes
20070706,Humanities,English Language and Literature,University of North Carolina At Greensboro,English,,,N/D,N/R,No
20020086,Humanities,English Language and Literature,University of North Dakota Main Campus,English,100%,88.9%,5.3,71.4%,No
20047315,Humanities,English Language and Literature,University of North Texas,English,5%,0%,5.3,19.2%,Yes
20035932,Humanities,English Language and Literature,University of Notre Dame,English,100%,52.4%,7,89.7%,Yes
20051673,Humanities,English Language and Literature,University of Oklahoma Norman Campus,English,100%,39.3%,8.75,55.6%,Yes
20043885,Humanities,English Language and Literature,University of Oregon,English,37.5%,65.1%,5.93,82.9%,No
20036915,Humanities,English Language and Literature,University of Pennsylvania,English,100%,53.2%,5.6,61.9%,Yes
20049669,Humanities,English Language and Literature,University of Pittsburgh Pittsburgh Campus,English,100%,30.6%,7.26,68.4%,Yes
20069238,Humanities,English Language and Literature,University of Rochester,English,100%,31.1%,8,76.9%,Yes
20067793,Humanities,English Language and Literature,University of South Carolina Columbia,English,100%,66.3%,5,53.7%,Yes
20024862,Humanities,English Language and Literature,University of South Florida,English,0%,34.2%,10.42,43.5%,Yes
20068145,Humanities,English Language and Literature,University of Southern California,English,100%,25.1%,9.4,51.4%,Yes
20032786,Humanities,English Language and Literature,University of Southern Mississippi,English,54.5%,16.7%,4,72.2%,No
20045799,Humanities,English Language and Literature,University of Tennessee,English,91.7%,50%,6.3,65.4%,Yes
20061524,Humanities,English Language and Literature,University of Texas At Austin,English,100%,75%,7.5,53.6%,Yes
20056212,Humanities,English Language and Literature,University of Texas At Dallas,Studies in Literature,,,5,N/R,No
20047551,Humanities,English Language and Literature,University of Utah,English,100%,62%,5.5,64.7%,Yes
20023232,Humanities,English Language and Literature,University of Virginia,English Language & Literature,100%,48%,7.5,76.1%,Yes
20059620,Humanities,English Language and Literature,University of Washington,English,70.8%,32.1%,7.25,66.7%,Yes
20030571,Humanities,English Language and Literature,University of Wisconsin-Madison,English,85%,71%,8.31,61.1%,Yes
20026637,Humanities,English Language and Literature,University of Wisconsin-Milwaukee,English,63.2%,93.4%,7,72.7%,No
20051961,Humanities,English Language and Literature,Vanderbilt University,English,100%,55%,5.74,86.7%,Yes
20058414,Humanities,English Language and Literature,Washington State University,English,100%,55.6%,5.5,69.2%,Yes
20069827,Humanities,English Language and Literature,Washington University In St. Louis,English and American Literature,85.7%,37.1%,8.74,48.4%,Yes
20021593,Humanities,English Language and Literature,Wayne State University,English,87.5%,29.2%,6.88,65%,Yes
20044075,Humanities,English Language and Literature,Western Michigan University,English,88.9%,28.9%,4.82,91.7%,Yes
20063454,Humanities,English Language and Literature,Yale University,English,100%,48.1%,5.5,66.7%,Yes
20036148,Humanities,French and Francophone Language and Literature,Boston College,French and Francophone Language and Literature,100%,20%,9.8,25%,Yes
20059167,Humanities,French and Francophone Language and Literature,Boston University,French Language and Literature,100%,11.1%,7,33.3%,Yes
20018315,Humanities,French and Francophone Language and Literature,Brown University,French Studies,100%,83.3%,7,66.7%,No
20057211,Humanities,French and Francophone Language and Literature,City University of New York Grad. Center,French,42.9%,6.1%,9.4,50%,Yes
20057651,Humanities,French and Francophone Language and Literature,Columbia University In The City of New York,French and Romance Philology,100%,33.3%,7,46.4%,No
20065423,Humanities,French and Francophone Language and Literature,Cornell University,Romance Studies - French,100%,75%,5.75,100%,Yes
20070528,Humanities,French and Francophone Language and Literature,Duke University,Romance Studies - French,100%,50%,7.4,77.8%,Yes
20061993,Humanities,French and Francophone Language and Literature,Emory University,French,100%,50%,5.5,66.7%,Yes
20066338,Humanities,French and Francophone Language and Literature,Harvard University,Romance Languages and Literature,100%,65.3%,7,50%,Yes
20046345,Humanities,French and Francophone Language and Literature,Indiana University At Bloomington,French,100%,3%,8,88.2%,No
20056681,Humanities,French and Francophone Language and Literature,Johns Hopkins University,French,100%,83.3%,6.5,75%,Yes
20058113,Humanities,French and Francophone Language and Literature,Louisiana State University And Agricultural And Mechanical College,French,100%,32.1%,5.4,37.5%,Yes
20064314,Humanities,French and Francophone Language and Literature,New York University,French,100%,6.1%,8.67,38.5%,Yes
20068899,Humanities,French and Francophone Language and Literature,Northwestern University,French and Italian,100%,100%,6.1,28.6%,Yes
20029016,Humanities,French and Francophone Language and Literature,Ohio State University Main Campus,French and Italian,100%,73.8%,6.75,60%,Yes
20031428,Humanities,French and Francophone Language and Literature,Penn State University,French,100%,31.5%,5.9,76.9%,Yes
20032511,Humanities,French and Francophone Language and Literature,Princeton University,French and Italian,100%,55.2%,5.9,77.8%,Yes
20041133,Humanities,French and Francophone Language and Literature,Rice University,French,100%,6.7%,9,50%,No
20012560,Humanities,French and Francophone Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,French,100%,4.2%,6.17,37.5%,Yes
20052601,Humanities,French and Francophone Language and Literature,Stanford University,French,100%,33.3%,6.8,100%,Yes
20060923,Humanities,French and Francophone Language and Literature,University of California-Berkeley,French,100%,35.7%,6.7,64.3%,Yes
20067188,Humanities,French and Francophone Language and Literature,University of California-Davis,French,100%,60%,5.96,54.5%,Yes
20049180,Humanities,French and Francophone Language and Literature,University of California-Irvine,French,100%,64.4%,7,50%,No
20053312,Humanities,French and Francophone Language and Literature,University of California-Los Angeles,French & Francophone Studies,83.3%,11.7%,8.3,63.6%,Yes
20014597,Humanities,French and Francophone Language and Literature,University of Chicago,Romance Languages and Literatures,0%,15%,9.5,80%,Yes
20063988,Humanities,French and Francophone Language and Literature,University of Colorado At Boulder,French,100%,88.9%,6.94,50%,Yes
20024053,Humanities,French and Francophone Language and Literature,University of Connecticut,French PhD,100%,55.6%,6.5,60%,Yes
20013459,Humanities,French and Francophone Language and Literature,University of Florida,Romance Languages: French,100%,100%,5.17,50%,Yes
20039019,Humanities,French and Francophone Language and Literature,University of Illinois At Urbana-Champaign,French,100%,82.2%,7.25,50%,Yes
20020581,Humanities,French and Francophone Language and Literature,University of Iowa,French,100%,50%,10.4,57.1%,Yes
20012887,Humanities,French and Francophone Language and Literature,University of Louisiana At Lafayette,Francophone Studies,66.7%,42.9%,4,13.3%,Yes
20050373,Humanities,French and Francophone Language and Literature,University of Maryland College Park,Modern French Studies,100%,0%,8.7,33.3%,Yes
20035783,Humanities,French and Francophone Language and Literature,University of Michigan-Ann Arbor,Romance Languages and Literature - French,100%,42.8%,6.7,100%,Yes
20039912,Humanities,French and Francophone Language and Literature,University of Minnesota-Twin Cities,French,100%,16.7%,8.5,60%,Yes
20070641,Humanities,French and Francophone Language and Literature,University of North Carolina At Chapel Hill,Romance Languages - French,94.6%,22.2%,4,50%,No
20036928,Humanities,French and Francophone Language and Literature,University of Pennsylvania,French,100%,63.9%,5.7,68.8%,Yes
20049698,Humanities,French and Francophone Language and Literature,University of Pittsburgh Pittsburgh Campus,French and Italian Languages and Literatures,100%,100%,7,60%,Yes
20023261,Humanities,French and Francophone Language and Literature,University of Virginia,French Language & Literature,100%,12.2%,7.5,41.7%,Yes
20061537,Humanities,French and Francophone Language and Literature,University of Texas At Austin,French,100%,29.3%,6.5,77.8%,Yes
20030623,Humanities,French and Francophone Language and Literature,University of Wisconsin-Madison,French,100%,55.7%,7.72,70%,Yes
20051987,Humanities,French and Francophone Language and Literature,Vanderbilt University,French,100%,50%,5.25,83.3%,Yes
20069856,Humanities,French and Francophone Language and Literature,Washington University In St. Louis,French Language and Literatures,80%,33.3%,5.96,50%,Yes
20063506,Humanities,French and Francophone Language and Literature,Yale University,French,100%,51.2%,6.5,57.9%,Yes
20057677,Humanities,German Language and Literature,Columbia University In The City of New York,Germanic Languages,100%,13.3%,9,83.3%,No
20015813,Humanities,German Language and Literature,Cornell University,Germanic Studies,100%,38.9%,8.4,77.8%,Yes
20030157,Humanities,German Language and Literature,Duke University,German Studies,100%,44.4%,7.6,71.4%,Yes
20022990,Humanities,German Language and Literature,Georgetown University,German,100%,40.8%,6.7,46.2%,Yes
20066053,Humanities,German Language and Literature,Harvard University,Germanic Lang. & Lit.,100%,63.9%,7,71.4%,Yes
20046387,Humanities,German Language and Literature,Indiana University At Bloomington,Germanic Studies,100%,50%,7.1,77.8%,Yes
20056717,Humanities,German Language and Literature,Johns Hopkins University,German,100%,30.6%,7,80%,Yes
20040794,Humanities,German Language and Literature,Kent State University Main Campus,History,100%,,6,N/R,No
